"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","IntroCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","HappyAnim","HappyLoopAnim","SadAnim","SadLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","IntroAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","SadFace","SadLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","SecondaryProjectile","UltiProjectile","MainAttackEffect","UltiAttackEffect","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","UltiLoopEffect","UltiLoopEffect2","AreaEffect","AreaEffectStarPower","AreaEffectAttack","SpawnedItem","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","BoneEffect1","BoneEffect2","BoneEffect3","BoneEffect4","BoneEffectUse","AutoAttackProjectile","ProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","MoveEffect","StillEffect","ChargedShotEffect","DisableHeadRotation"
"WallyDefault","Wally","sprout_geo.scw",,,"sprout_portrait.scw","emz_intro_pose.scw",,"SproutIdle","SproutWalk","SproutPrimary","SproutPrimary","SproutRecoil",,"SproutRecoil",,"SproutReload","SproutPushback","SproutWin","SproutWinloop","SproutLose","SproutLoseloop","SproutIdle","SproutWin","SproutWinloop","SproutWin","SproutIdle","SproutIdle","SproutPortrait","SproutPortrait",,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarrelBotFootball","BarrelBot","darryl_fb_geo.scw",,,"darryl_base_cam.scw","emz_intro_pose.scw",,"DarrylFootballIdle","DarrylFootballWalk","DarrylFootballPrimary","DarrylFootballSecondary","DarrylFootballRecoil","DarrylFootballRecoil2","DarrylFootballRecoil",,"DarrylFootballReload","DarrylFootballPushback","DarrylFootballWin","DarrylFootballWinloop","DarrylFootballLose","DarrylFootballLoseloop","DarrylFootballIdle","DarrylFootballWin","DarrylFootballWinloop","DarrylFootballWinloop","DarrylFootballHide","DarrylFootballHide","DarrylFootballProfile","DarrylFootballProfile",,,,,,,,,,,,,,,,,,,,,,,"Darryl003Projectile",,,"darryl_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShotgunGirlFootball","ShotgunGirl","shelly_fb_geo.scw",,,"shelly_base_cam.scw","emz_intro_pose.scw",,"ShellyIdle","ShellyWalk","ShellyPrimary","ShellySecondary","ShellyRecoil",,"ShellyRecoil",,"ShellyReload","ShellyPushback","ShellyWin","ShellyWinloop","ShellyLose","ShellyLoseloop","ShellyIdle","ShellyWin","ShellyWinloop","ShellyWin","ShellyIdle","ShellyIdle","ShellyProfile","ShellyProfile",,,,,,"ShellyFace","ShellyFace","ShellyHappy","ShellyFace","ShellySad","ShellySadLoop","ShellyFace","ShellyHappy","ShellyFace","ShellyFace","ShellyStill","ShellyStill",,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TntDudeFootball","TntDude","dynamike_coach_geo.scw",,,"dynamike_base_cam.scw","emz_intro_pose.scw",,"DynamikeCoachIdle","DynamikeCoachWalk","DynamikeCoachPrimary","DynamikeCoachSecondary","DynamikeCoachRecoil",,"DynamikeCoachUlti",,"DynamikeCoachReload","DynamikeCoachPushback","DynamikeCoachWin","DynamikeCoachWinloop","DynamikeCoachLose","DynamikeCoachLoseloop","DynamikeCoachIdle","DynamikeCoachWin","DynamikeCoachWinloop","DynamikeCoachWin","DynamikeCoachIdle","DynamikeCoachIdle","TntguyProfile","TntguyProfile",,,,,,,,,,,,,,,,,,,,,"true","true","Mike005Projectile",,"Mike005UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BallArena",,"brawl_ball_football.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MechanicTanuki","Mechanic","jessie_tanuki_geo.scw",,,"jessie_base_cam.scw","emz_intro_pose.scw",,"JessieTanukiIdle","JessieTanukiWalk","JessieTanukiPrimary","JessieTanukiUltiAttack","JessieTanukiRecoil",,"JessieTanukiUltiRecoil",,"JessieTanukiReload","JessieTanukiPushback","JessieTanukiWin","JessieTanukiWinloop","JessieTanukiLose","JessieTanukiLoseloop","JessieTanukiIdle","JessieTanukiWin","JessieTanukiWinloop","JessieTanukiWin","JessieTanukiIdle","JessieTanukiIdle","JunkerProfile","JunkerProfile",,,,,,"JunkerFace","JunkerFace","JunkerFace","JunkerDreamyFace","JunkerDreamyFace","JunkerDreamyFace","JunkerFace","JunkerFace","JunkerDreamyFace","JunkerFace","JunkerStillFace","JunkerFace",,,,,,"Jessie005Projectile1",,"Jessie005UltiProjectile","jessie_005_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BowDudeHorus","BowDude","bo_falcon_geo.scw",,,"bo_falcon_portrait.scw","emz_intro_pose.scw",,"BoFalconIdle","BoFalconWalk","BoFalconAttack","BoFalconSecondary","BoFalconRecoil",,"BoFalconRecoil2",,,"BoFalconIdle","BoFalconWin","BoFalconWinloop","BoFalconLose","BoFalconLoseloop","BoFalconIdle","BoFalconWin","BoFalconWinloop","BoFalconWin","BoFalconIdle","BoFalconIdle","BoFalconProfile","BoFalconProfile",,,,,,,,,,,,,,,,,,,,,,,"Bo003Projectile",,"Bo003UltiProjectile","bo_003_atk",,"true",,,,,,,,,,,"MineHorus",,,,,,,,,,,,,,,,,,,"true"
"BallArenaPSG",,"brawl_ball_football_psg.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArtilleryDudeDarkBunny","ArtilleryDude","penny_darkbunny_geo.scw",,,"penny_base_cam.scw","emz_intro_pose.scw",,"ArtilleryGalIdle","ArtilleryGalBunnyWalk","ArtilleryGalPrimary","ArtilleryGalUltiAttack","ArtilleryGalRecoil",,"ArtilleryGalUltiRecoil",,"ArtilleryGalReload","ArtilleryGalPushback","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalLose","ArtilleryGalBunnyLoseloop","ArtilleryGalIdle","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalBunnyWin","ArtilleryGalIdle","ArtilleryGalIdle","ArtilleryGalProfile","ArtilleryGalProfile",,,,,,"PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace",,,,,,"Penny004Projectile",,"Penny004UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArtilleryTurretDarkBunny","ArtilleryDudeTurret","bunny_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyAttack",,"ArtilleryBunnyIdle",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnySpawn","ArtilleryBunnyIdle",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryIdle","ArtilleryIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"penny_003_ulti_spawn",,,,,,,,,,,,,,,,,,,,,,,,,
"MummyCollege","Mummy","emz_college_geo.scw",,,"emz_base_cam.scw","emz_intro_pose.scw",,"EmzIdle","EmzWalk","EmzPrimary","EmzPrimary","EmzRecoil","EmzSecondary","EmzRecoil","EmzSecondaryRecoil","EmzReload","EmzPushback","EmzWin","EmzWinloop","EmzLose","EmzLoseloop","EmzIdle","EmzWin","EmzWinloop","EmzWin","EmzIdle","EmzIdle","EmzProfile","EmzProfile",,,,,,"EmzIdle","EmzFront","EmzWin","EmzWinLoop","EmzLose","EmzLoseLoop","EmzIdle","EmzWin","EmzWinLoop","EmzIdle","EmzFront","EmzIdle",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperSlowPotDefault","BeeSniperSlowPot","bea_gadget_honeypot_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyAttack",,"ArtilleryBunnyIdle",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnySpawn","ArtilleryBunnyIdle",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryIdle","ArtilleryIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"penny_003_ulti_spawn",,,,,,,,,,,,,,,,,,,,,,,,,
"MechanicTurretTanuki","MechanicTurret","turret_jessie_tanuki_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"Turret","Turret","Turret","Turret","TurretAttack",,"Turret",,"Turret","TurretIdle","TurretSpawn","TurretIdle",,"TurretIdle","TurretIdle","TurretSpawn","TurretIdle",,"TurretIdle","TurretIdle","Turret","Turret",,,,,,,,,,,,,,,,,,,,,,,,,,"jessie_005_turret_atk",,,,,,,,,,,,,,,,,,,,,,,,,,"JessieTurret005Projectile","Turret005Proj",,,,,
"BowDudeTotemDefault","BowDudeTotem","bo_gadget_totem_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PamOriginal","MinigunDude","minigunner_geo.scw:body+head+nozzle+hose+backpack",,,"pam_base_cam.scw","emz_intro_pose.scw",,"MinigunnerIdle","MinigunnerWalk","MinigunnerPrimary","MinigunnerSecondary","MinigunnerRecoil",,"MinigunnerRecoil2",,"MinigunnerReload","MinigunnerPushback","MinigunnerWin","MinigunnerWinloop","MinigunnerLose","MinigunnerLoseloop","MinigunnerIdle","MinigunnerWin","MinigunnerWinloop","MinigunnerWin","MinigunnerIdle","MinigunnerIdle","MinigunnerProfile","MinigunnerProfile",,,,,,"PamFace","PamFace","PamHappy","PamFace","PamFace","PamFace","PamFace","PamHappy","PamFace","PamFace","PamFace","PamFace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TrickshotDudeBazaar","TrickshotDude","rico_dark_geo.scw",,,"rico_dark_cam.scw","emz_intro_pose.scw",,"RicoDarkIdle","RicoDarkWalk","RicoDarkPrimary","RicoDarkSecondary","RicoDarkRecoil",,"RicoDarkRecoil",,"RicoDarkReload","RicoDarkPushback","RicoDarkWin","RicoDarkWinloop","RicoDarkLose","RicoDarkLoseloop","RicoDarkIdle","RicoDarkWin","RicoDarkWinloop","RicoDarkWin","RicoDarkIdle","RicoDarkIdle","RicoDarkProfile","RicoDarkProfile",,,,,,,,,,,,,,,,,,,,,,,"Rico004Projectile",,"Rico004UltiProjectile","rico_004_atk","rico_004_ulti",,,,,,,,,,,,,"Evil_Rick_kill_vo","Evil_Rick_lead_vo","Evil_Rick_start_vo","Evil_Rick_ulti_vo","Evil_Rick_hurt_vo","Evil_Rick_die_vo",,,,,,,,,,,,,
"HookDudeBazaar","HookDude","gene_dark_geo.scw",,,"gene_dark_cam.scw","emz_intro_pose.scw",,"GeneDarkIdle","GeneDarkWalk","GeneDarkAttack","GeneDarkSecondary","GeneDarkAttackRecoil",,"GeneDarkSecondaryRecoil",,"GeneDarkReload","GeneDarkPushback","GeneDarkWin","GeneDarkWinloop","GeneDarkLose","GeneDarkLoseloop","GeneDarkIdle","GeneDarkWin","GeneDarkWinloop","GeneDarkWin","GeneDarkIdle","GeneDarkIdle","GeneDarkProfile","GeneDarkProfile",,,,,,"GeneBazaarIdle","GeneBazaarIdle","GeneBazaarHappy","GeneBazaarIdle","GeneBazaarSad","GeneBazaarIdle","GeneBazaarIdle","GeneBazaarHappy","GeneBazaarIdle","GeneBazaarIdle","GeneBazaarIdle","GeneBazaarIdle",,,,"true","true","Gene003Projectile",,"Gene003UltiProjectile","gene_003_atk","gene_003_ulti",,,,,,,,,,,,,"Evil_Gene_VO","Evil_Gene_VO","Evil_Gene_VO","Evil_Gene_VO","Evil_Gene_VO","Evil_Gene_VO",,"gene_003_idle_hand_L","gene_003_idle_hand_R",,,"always",,,,,,,
"UndertakerBazaar","Undertaker","mortis_dark_geo.scw",,,"mortis_dark_cam.scw","emz_intro_pose.scw",,"MortisDarkIdle","MortisDarkWalk","MortisDarkAttack","MortisDarkUltiAttack","MortisDarkRecoil",,"MortisDarkUltiRecoil",,,"UndertakerPushback","MortisDarkWin","MortisDarkWinloop","MortisDarkLose","MortisDarkLoseloop","MortisDarkIdle","MortisDarkWin","MortisDarkWinloop","MortisDarkWin","MortisDarkIdle","MortisDarkIdle","MortisDarkProfile","MortisDarkProfile",,,,,,"MortisBazaarIdle","MortisBazaarFace","MortisBazaarFace","MortisBazaarIdle","MortisBazaarFace","MortisBazaarIdle","MortisBazaarFace","MortisBazaarFace","MortisBazaarIdle","MortisBazaarFace","MortisBazaarFace","MortisBazaarFace",,,,"true","true",,,"Mortis003UltiProjectile",,"mortis_003_ulti",,"mortis_003_atk",,,"mortis_003_atk_hit",,,,,,,,"Evil_Mortis_kill_vo","Evil_Mortis_lead_vo","Evil_Mortis_start_vo","Evil_Mortis_ulti_vo","Evil_Mortis_hurt_vo","Evil_Mortis_die_vo","Evil_Mortis_atk_vo",,,,,,,,,,,,
"MechanicRedDragon","Mechanic","jessie_red_dragon_geo.scw",,,"jessie_base_cam.scw","emz_intro_pose.scw",,"JunkerIdle","JunkerWalk","JunkerPrimary","JunkerUltiAttack","JunkerRecoil",,"JunkerUltiRecoil",,"JunkerReload","JunkerPushback","JunkerWin","JunkerWinloop","JunkerLose","JunkerLoseloop","JunkerIdle","JunkerWin","JunkerWinloop","JunkerWin","JunkerIdle","JunkerIdle","JunkerProfile","JunkerProfile",,,,,,"JunkerFace","JunkerFace","JunkerFace","JunkerDreamyFace","JunkerDreamyFace","JunkerDreamyFace","JunkerFace","JunkerFace","JunkerDreamyFace","JunkerFace","JunkerStillFace","JunkerFace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurretRedDragon","MechanicTurret","turret_jessie_red_dragon_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"Turret","Turret","Turret","Turret","TurretAttack",,"Turret",,"Turret","TurretIdle","TurretSpawn","TurretIdle",,"TurretIdle","Turret","TurretSpawn","TurretIdle",,"TurretIdle","TurretIdle","Turret","Turret",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DrillerConstructor","Driller","jacky_constructor_geo.scw",,,"jacky_portrait.scw","emz_intro_pose.scw",,"JackyIdle","JackyWalk","JackyAttack","JackySuper","JackyRecoil",,"JackySuperRecoil",,"JackyIdle","JackyIdle","JackyHappy","JackyHappyLoop","JackyLose","JackyLoseloop","JackyIdle","JackyHappy","JackyHappyLoop","JackyHappy","JackyIdle","JackyIdle","JackyPortrait","JackyPortrait",,,,,,"JackyIdle","JackyIdle","JackyWin","JackyWinLoop","JackyLose","JackyLoseLoop","JackyIdle","JackyWin","JackyWinLoop","JackyIdle","JackyPortrait","JackyIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driller_def_moving",,,
"WallyHawaii","Wally","sprout_hawaii_geo.scw",,,"sprout_hawaii_cam.scw","emz_intro_pose.scw",,"SproutHawaiiIdle","SproutHawaiiWalk","SproutHawaiiPrimary","SproutHawaiiPrimary","SproutHawaiiRecoil",,"SproutHawaiiRecoil",,"SproutHawaiiReload","SproutHawaiiPushback","SproutWin","SproutWinloop","SproutLose","SproutLoseloop","SproutHawaiiIdle","SproutWin","SproutWinloop","SproutWin","SproutHawaiiIdle","SproutHawaiiIdle","SproutHawaiiProfile","SproutPortrait",,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BullDudeBarbking","BullDude","bull_barbking_geo.scw",,,"bull_barbking_cam.scw","emz_intro_pose.scw",,"BullBarbkingIdle","BullBarbkingWalk","BullBarbkingPrimary","BullBarbkingSecondary","BullBarbkingRecoil",,"BullBarbkingRecoil",,"BullBarbkingReload","BullBarbkingPushback","BullBarbkingWin","BullBarbkingWinloop","BullBarbkingLose","BullBarbkingLoseloop","BullBarbkingIdle","BullBarbkingWin","BullBarbkingWinloop","BullBarbkingWin","BullBarbkingIdle","BullBarbkingIdle","BullBarbkingProfile","BullBarbkingProfile",,,,,,,,,,,,,,,,,,,,,"true",,"Bull002Projectile",,,"bull_002_atk",,,"bull_002_atk_use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MinigunDudeSummer","MinigunDude","pam_summer_geo.scw",,,"pam_base_cam.scw","emz_intro_pose.scw",,"PamIdle","PamWalk","PamAttack","PamSecondary","PamRecoil",,"PamSecondaryRecoil",,"PamReload","PamPushback","PamWin","PamWinloop","PamLose","PamLoseloop","PamIdle","PamWin","PamWinloop","PamWin","PamIdle","PamIdle","PamPortrait","PamPortrait",,,,,,,,,,,,,,,,,,,,,"true","true","Pam002Projectile",,"Pam002UltiProjectile","pam_002_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlowerTrader","Blower","gale_trader_geo.scw",,,"gale_trader_cam.scw","emz_intro_pose.scw",,"GaleTraderIdle","GaleTraderWalk","GaleTraderPrimary","GaleTraderPrimary","GaleTraderRecoil",,"GaleTraderRecoil",,"GaleTraderIdle","GaleTraderPushback","GaleTraderWin","GaleTraderWinloop","GaleTraderLose","GaleTraderLoseloop","GaleTraderIdle","GaleTraderWin","GaleTraderWinloop","GaleTraderWin","GaleTraderIdle","GaleTraderIdle","GaleTraderProfile","GaleTraderProfile",,,,,,,,,,,,,,,,,,,,,"true","true","Gale002Projectile",,"Gale002UltiProjectile","gale_002_atk","gale_002_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ControllerDefaultAddon",,"peep_geo.scw",,,,,,"PeepIdle",,,,,,,,,,"PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepPortrait","PeepPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealingStationSummer","HealingStation","pam_summer_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"PamTurretIdle","PamTurretIdle","PamTurretIdle","PamTurretIdle","PamTurretIdle",,"PamTurretIdle",,"PamTurretIdle","PamTurretIdle","PamTurretSpawn","PamTurretIdle",,"PamTurretIdle","PamTurretIdle",,"PamTurretIdle",,"PamTurretIdle","PamTurretIdle","PamTurretIdle","PamTurretIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LuchadorGold","Luchador","primo_geo.scw",,,"primo_portrait.scw","primo_intro_pose.scw",,"LouchadorIdle","LouchadorWalk","LouchadorPrimary","LouchadorSecondary","LouchadorRecoil","LouchadorRecoil2","LouchadorRecoil",,,"LouchadorPushback","LouchadorWin","LouchadorWinloop","LouchadorLose","LouchadorLoseloop","LouchadorIdle","LouchadorWin","LouchadorWinloop","LouchadorWin","LouchadorIdle","LouchadorIdle","LouchadorProfile","LouchadorIntro",,,,"LouchadorGadgetFlipPrimary","LouchadorGadgetFlipRecoil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PowerLevelerDefault","PowerLeveler","surge_geo.glb",,,"surge_portrait.scw","emz_intro_pose.scw",,"SurgeIdle","SurgeWalk",,"SurgeSecondary","SurgeAttackRecoil",,,,"SurgeReload","SurgePushback","SurgeWin","SurgeWinloop","SurgeLose","SurgeLoseloop","SurgeIdle","SurgeWin","SurgeWinloop","SurgeWin","SurgeIdle","SurgeIdle","SurgeProfile","SurgeIdle",,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MummyGold","Mummy","emz_geo.scw",,,"emz_base_cam.scw","emz_intro_pose.scw",,"EmzIdle","EmzWalk","EmzPrimary","EmzPrimary","EmzRecoil","EmzSecondary","EmzRecoil","EmzSecondaryRecoil","EmzReload","EmzPushback","EmzWin","EmzWinloop","EmzLose","EmzLoseloop","EmzIdle","EmzWin","EmzWinloop","EmzWin","EmzIdle","EmzIdle","EmzProfile","EmzIntro",,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MummySilver","Mummy","emz_geo.scw",,,"emz_base_cam.scw","emz_intro_pose.scw",,"EmzIdle","EmzWalk","EmzPrimary","EmzPrimary","EmzRecoil","EmzSecondary","EmzRecoil","EmzSecondaryRecoil","EmzReload","EmzPushback","EmzWin","EmzWinloop","EmzLose","EmzLoseloop","EmzIdle","EmzWin","EmzWinloop","EmzWin","EmzIdle","EmzIdle","EmzProfile","EmzIntro",,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LuchadorSilver","Luchador","primo_geo.scw",,,"primo_portrait.scw","primo_intro_pose.scw",,"LouchadorIdle","LouchadorWalk","LouchadorPrimary","LouchadorSecondary","LouchadorRecoil","LouchadorRecoil2","LouchadorRecoil",,,"LouchadorPushback","LouchadorWin","LouchadorWinloop","LouchadorLose","LouchadorLoseloop","LouchadorIdle","LouchadorWin","LouchadorWinloop","LouchadorWin","LouchadorIdle","LouchadorIdle","LouchadorProfile","LouchadorIntro",,,,"LouchadorGadgetFlipPrimary","LouchadorGadgetFlipRecoil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperMonster","BeeSniper","bea_bug_geo.glb",,,"bea_portrait.scw","bea_intro_pose.scw","true","BeaBugIdle","BeaBugWalk","BeaBugAttack","BeaBugAttack","BeaBugRecoil",,"BeaBugRecoil",,"BeaBugReload","BeaBugPushback","BeaBugWin","BeaBugWinloop","BeaBugLose","BeaBugLoseloop","BeaBugIdle","BeaBugWin","BeaBugWinloop","BeaBugWin","BeaBugIdle","BeaBugIdle","BeaBugPortrait","BeaBugIntro",,,,,,,,,,,,,,,,,,,,,"true","true","Bea002Projectile","Bea002ChargedProjectile","Bea002UltiProjectile",,"bea_def_ulti",,,,,,,,,,,,,"Bea_Mon_Kill_VO","Bea_Mon_Lead_VO","Bea_Mon_Start_VO","Bea_Mon_Ulti_VO","Bea_Mon_Start_VO","Bea_Mon_Die_VO","Bea_Mon_Atk_VO",,,,,,,,,,,"bea_def_atk_charged",
"DrillerMonster","Driller","jacky_driller_geo.glb",,,"jacky_portrait.scw","emz_intro_pose.scw",,"JackyDrillerIdle","JackyDrillerWalk","JackyDrillerAttack","JackyDrillerSuper","JackyDrillerRecoil",,"JackyDrillerSuperRecoil",,"JackyDrillerIdle","JackyDrillerIdle","JackyDrillerHappy","JackyDrillerHappyLoop","JackyDrillerLose","JackyDrillerLoseloop","JackyDrillerIdle","JackyDrillerHappy","JackyDrillerHappyLoop","JackyDrillerHappy","JackyDrillerIdle","JackyDrillerIdle","JackyDrillerPortrait","JackyDrillerPortrait",,,,,,"Jacky002Idle","Jacky002Idle","Jacky002Win","Jacky002WinLoop","Jacky002Lose","Jacky002LoseLoop","Jacky002Idle","Jacky002Win","Jacky002WinLoop","Jacky002Idle","JackyPortrait","Jacky002Idle",,,,,,,,,,,,,,,,,,,"SpeedyUltiArea",,"Driller_002_atk",,"Jackie_Drill_Kill_VO","Jackie_Drill_Lead_VO","Jackie_Drill_Start_VO","Jackie_Drill_Ulti_VO","Jackie_Drill_Start_VO","Jackie_Drill_Die_VO",,,,,,,,,,"driller_002_moving",,,
"ClusterBombMonster","ClusterBombDude","tick_crab_geo.glb",,,"tick_base_cam.scw","emz_intro_pose.scw",,"TickMonsterIdle","TickMonsterWalk","TickMonsterPrimary","TickMonsterSecondary","TickMonsterRecoil",,"TickMonsterUltRecoil",,"TickMonsterIdle","TickMonsterIdle","TickMonsterWin","TickMonsterWinloop","TickMonsterLose","TickMonsterLoseloop","TickMonsterIdle","TickMonsterWin","TickMonsterWinloop","TickMonsterWin","TickMonsterIdle","TickMonsterIdle","TickMonsterProfile","TickMonsterProfile",,,,,,,,,,,,,,,,,,,,,"true","true","Tick002Projectile",,"Tick002UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BossKaijuDefault","RaidBoss_TownCrush","kaiju_boss_geo.glb",,,"portrait_cam.scw","emz_intro_pose.scw",,"BossKaijuIdle","BossKaijuWalk","BossKaijuSecondary","BossKaijuJump","BossKaijuSecondaryRecoil",,"BossKaijuSecondaryRecoil",,,"BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuPrimary","BossKaijuPrimary","BossKaijuPrimary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperMonsterAddonBee",,"bee_bug_geo.glb",,,,,,"BeeSmallIdle",,,,,,,,,,"BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SafeBank",,"heist_safe_minicity.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
